participant_id,block,block_idx,trial,vblack_prop,stimulus,auto_on,aid_accuracy_setting,aid_label,aid_correct,response,rt_s,correct,feedback
1,CALIBRATION,1,39,0.4494771815315959,WHITE,0,NA,NA,NA,WHITE,2.6095455489994492,TRUE,CORRECT
1,CALIBRATION,1,40,0.5472389386974161,BLACK,0,NA,NA,NA,BLACK,3.0525944469991373,TRUE,CORRECT
1,CALIBRATION,1,41,0.4704500877430263,WHITE,0,NA,NA,NA,BLACK,2.2990688160007267,FALSE,INCORRECT
1,CALIBRATION,1,42,0.5381899352177176,BLACK,0,NA,NA,NA,BLACK,2.7399290960001963,TRUE,CORRECT
1,CALIBRATION,1,43,0.5366670417713834,BLACK,0,NA,NA,NA,WHITE,2.4486787910009298,FALSE,INCORRECT
1,CALIBRATION,1,44,0.4323172908966597,WHITE,0,NA,NA,NA,WHITE,1.7904430930011586,TRUE,CORRECT
1,CALIBRATION,1,45,0.4493947920595247,WHITE,0,NA,NA,NA,BLACK,3.621602780998728,FALSE,INCORRECT
1,CALIBRATION,1,46,0.5491182935090391,BLACK,0,NA,NA,NA,BLACK,1.6176828589996148,TRUE,CORRECT
1,CALIBRATION,1,47,0.5455406202823954,BLACK,0,NA,NA,NA,WHITE,1.940120974999445,FALSE,INCORRECT
1,CALIBRATION,1,48,0.5621557256139377,BLACK,0,NA,NA,NA,BLACK,4.545971653000379,TRUE,CORRECT
1,CALIBRATION,1,49,0.5747781078526943,BLACK,0,NA,NA,NA,BLACK,2.4565177349995793,TRUE,CORRECT
1,CALIBRATION,1,50,0.4336415739395437,WHITE,0,NA,NA,NA,WHITE,1.8398095989996364,TRUE,CORRECT
1,CALIBRATION,1,51,0.5729614924616478,BLACK,0,NA,NA,NA,BLACK,2.2344360659990343,TRUE,CORRECT
1,CALIBRATION,1,52,0.5389557471634301,BLACK,0,NA,NA,NA,BLACK,2.345145783001499,TRUE,CORRECT
1,CALIBRATION,1,53,0.4287166899851456,WHITE,0,NA,NA,NA,WHITE,2.9952916459988046,TRUE,CORRECT
1,CALIBRATION,1,54,0.42823254655283594,WHITE,0,NA,NA,NA,WHITE,4.245368641999448,TRUE,CORRECT
1,CALIBRATION,1,55,0.5625947552555106,BLACK,0,NA,NA,NA,BLACK,4.663295601001664,TRUE,CORRECT
1,CALIBRATION,1,56,0.4378014533946377,WHITE,0,NA,NA,NA,WHITE,1.5910576730002504,TRUE,CORRECT
1,CALIBRATION,1,57,0.4457163471835821,WHITE,0,NA,NA,NA,WHITE,2.8330712740007584,TRUE,CORRECT
1,CALIBRATION,1,58,0.5534905159800136,BLACK,0,NA,NA,NA,BLACK,1.9231303370015669,TRUE,CORRECT
1,CALIBRATION,1,59,0.4602656337086724,WHITE,0,NA,NA,NA,WHITE,2.870389861998774,TRUE,CORRECT
1,CALIBRATION,1,60,0.45104852827131914,WHITE,0,NA,NA,NA,WHITE,2.5392336289987725,TRUE,CORRECT
1,CALIBRATION,1,61,0.548103078833577,BLACK,0,NA,NA,NA,BLACK,4.57754136100084,TRUE,CORRECT
1,CALIBRATION,1,62,0.4539549645744827,WHITE,0,NA,NA,NA,WHITE,3.062035793000178,TRUE,CORRECT
1,CALIBRATION,1,63,0.454815580005482,WHITE,0,NA,NA,NA,WHITE,1.8719838520009944,TRUE,CORRECT
1,CALIBRATION,1,64,0.5458301774853083,BLACK,0,NA,NA,NA,BLACK,1.5693857240003126,TRUE,CORRECT
1,CALIBRATION,1,65,0.5526315823968541,BLACK,0,NA,NA,NA,BLACK,1.4001926610017108,TRUE,CORRECT
1,CALIBRATION,1,66,0.5433090334802064,BLACK,0,NA,NA,NA,BLACK,1.864146409998284,TRUE,CORRECT
1,CALIBRATION,1,67,0.5519884047297281,BLACK,0,NA,NA,NA,BLACK,1.9550879519993032,TRUE,CORRECT
1,CALIBRATION,1,68,0.5493938744076294,BLACK,0,NA,NA,NA,BLACK,1.988293716000044,TRUE,CORRECT
1,CALIBRATION,1,69,0.4587190481065137,WHITE,0,NA,NA,NA,WHITE,1.0320098969987157,TRUE,CORRECT
1,CALIBRATION,1,70,0.4533582040587298,WHITE,0,NA,NA,NA,WHITE,0.8456396050005424,TRUE,CORRECT
1,CALIBRATION,1,71,0.46539588129644927,WHITE,0,NA,NA,NA,WHITE,2.091541279000012,TRUE,CORRECT
1,CALIBRATION,1,72,0.45965158501942976,WHITE,0,NA,NA,NA,WHITE,2.7040176049995353,TRUE,CORRECT
1,CALIBRATION,1,73,0.4719571017549617,WHITE,0,NA,NA,NA,WHITE,2.3002739980001934,TRUE,CORRECT
1,CALIBRATION,1,74,0.5412819618590798,BLACK,0,NA,NA,NA,WHITE,2.0358691239998734,FALSE,INCORRECT
1,CALIBRATION,1,75,0.5493615217634975,BLACK,0,NA,NA,NA,WHITE,2.955811181998797,FALSE,INCORRECT
1,CALIBRATION,1,76,0.4579313593303482,WHITE,0,NA,NA,NA,WHITE,4.111277304000396,TRUE,CORRECT
1,CALIBRATION,1,77,0.4644211161347569,WHITE,0,NA,NA,NA,WHITE,2.848701687000357,TRUE,CORRECT
1,CALIBRATION,1,78,0.4677502246077679,WHITE,0,NA,NA,NA,BLACK,4.314282777999324,FALSE,INCORRECT
1,CALIBRATION,1,79,0.5579053176074307,BLACK,0,NA,NA,NA,BLACK,4.275425486999666,TRUE,CORRECT
1,CALIBRATION,1,80,0.536183490051875,BLACK,0,NA,NA,NA,BLACK,3.0406456839991733,TRUE,CORRECT
1,CALIBRATION,1,81,0.5427049216383883,BLACK,0,NA,NA,NA,WHITE,5.170452029000444,FALSE,INCORRECT
1,CALIBRATION,1,82,0.5561738513446981,BLACK,0,NA,NA,NA,BLACK,6.352387094000733,TRUE,CORRECT
1,CALIBRATION,1,83,0.5519552195452753,BLACK,0,NA,NA,NA,BLACK,3.0370187199987413,TRUE,CORRECT
1,CALIBRATION,1,84,0.5654786946921003,BLACK,0,NA,NA,NA,BLACK,1.5742049510008655,TRUE,CORRECT
1,CALIBRATION,1,85,0.558118205287801,BLACK,0,NA,NA,NA,BLACK,4.521206671999607,TRUE,CORRECT
1,CALIBRATION,1,86,0.5323894882856874,BLACK,0,NA,NA,NA,WHITE,3.2346809480004595,FALSE,INCORRECT
1,CALIBRATION,1,87,0.440842251016252,WHITE,0,NA,NA,NA,WHITE,1.1649925019992224,TRUE,CORRECT
1,CALIBRATION,1,88,0.45439822362100873,WHITE,0,NA,NA,NA,WHITE,1.3609180170005857,TRUE,CORRECT
1,CALIBRATION,1,89,0.5511035468458532,BLACK,0,NA,NA,NA,WHITE,1.7214583450004284,FALSE,INCORRECT
1,CALIBRATION,1,90,0.5258365073046624,BLACK,0,NA,NA,NA,WHITE,4.0557454690006125,FALSE,INCORRECT
1,CALIBRATION,1,91,0.4447087409508886,WHITE,0,NA,NA,NA,WHITE,3.150499364999632,TRUE,CORRECT
1,CALIBRATION,1,92,0.44416608836324767,WHITE,0,NA,NA,NA,WHITE,2.0642992289995163,TRUE,CORRECT
1,CALIBRATION,1,93,0.5537050940720211,BLACK,0,NA,NA,NA,BLACK,4.043494133000422,TRUE,CORRECT
1,CALIBRATION,1,94,0.4609946724113156,WHITE,0,NA,NA,NA,WHITE,3.0872412620010437,TRUE,CORRECT
1,CALIBRATION,1,95,0.4469952490830907,WHITE,0,NA,NA,NA,WHITE,2.8095304050002596,TRUE,CORRECT
1,CALIBRATION,1,96,0.5362741465764913,BLACK,0,NA,NA,NA,BLACK,3.711297976000424,TRUE,CORRECT
1,CALIBRATION,1,97,0.43932331503174094,WHITE,0,NA,NA,NA,WHITE,2.6309134240000276,TRUE,CORRECT
1,CALIBRATION,1,98,0.5433565325358436,BLACK,0,NA,NA,NA,BLACK,2.9901701460003096,TRUE,CORRECT
1,CALIBRATION,1,99,0.4461540728497541,WHITE,0,NA,NA,NA,WHITE,2.154204752001533,TRUE,CORRECT
1,CALIBRATION,1,100,0.5530810665647176,BLACK,0,NA,NA,NA,BLACK,2.637771634999808,TRUE,CORRECT
1,CALIBRATION,1,101,0.5412555959599513,BLACK,0,NA,NA,NA,BLACK,1.9819294760000048,TRUE,CORRECT
1,CALIBRATION,1,102,0.4603868389301648,WHITE,0,NA,NA,NA,WHITE,3.053322183999626,TRUE,CORRECT
1,CALIBRATION,1,103,0.5502813711617824,BLACK,0,NA,NA,NA,BLACK,1.39589354599957,TRUE,CORRECT
1,CALIBRATION,1,104,0.4308062612841233,WHITE,0,NA,NA,NA,WHITE,2.5606015029989067,TRUE,CORRECT
1,CALIBRATION,1,105,0.4504122238150338,WHITE,0,NA,NA,NA,WHITE,2.118073618999915,TRUE,CORRECT
1,CALIBRATION,1,106,0.5504563857185887,BLACK,0,NA,NA,NA,BLACK,2.1048893259994657,TRUE,CORRECT
1,CALIBRATION,1,107,0.46301585853587734,WHITE,0,NA,NA,NA,WHITE,3.120524848000059,TRUE,CORRECT
1,CALIBRATION,1,108,0.45585773498291365,WHITE,0,NA,NA,NA,WHITE,4.182216003000576,TRUE,CORRECT
1,CALIBRATION,1,109,0.5278472550468295,BLACK,0,NA,NA,NA,BLACK,2.889922469999874,TRUE,CORRECT
1,CALIBRATION,1,110,0.454390709693876,WHITE,0,NA,NA,NA,WHITE,5.895475744000578,TRUE,CORRECT
1,CALIBRATION,1,111,0.45864597320199085,WHITE,0,NA,NA,NA,BLACK,3.759388087999469,FALSE,INCORRECT
1,CALIBRATION,1,112,0.5175469154914483,BLACK,0,NA,NA,NA,BLACK,2.9995928640000784,TRUE,CORRECT
1,CALIBRATION,1,113,0.5363559712386944,BLACK,0,NA,NA,NA,WHITE,3.997822499000904,FALSE,INCORRECT
1,CALIBRATION,1,114,0.4629869423946677,WHITE,0,NA,NA,NA,WHITE,4.303932211001666,TRUE,CORRECT
1,CALIBRATION,1,115,0.5427460226443912,BLACK,0,NA,NA,NA,BLACK,1.682890406000297,TRUE,CORRECT
1,CALIBRATION,1,116,0.45844081165946593,WHITE,0,NA,NA,NA,WHITE,6.78520350999861,TRUE,CORRECT
1,CALIBRATION,1,117,0.5370376645956246,BLACK,0,NA,NA,NA,WHITE,3.612594411000828,FALSE,INCORRECT
1,CALIBRATION,1,118,0.5466477777158332,BLACK,0,NA,NA,NA,WHITE,5.027114651000375,FALSE,INCORRECT
1,CALIBRATION,1,119,0.4621990107317058,WHITE,0,NA,NA,NA,BLACK,0.9938211489989044,FALSE,INCORRECT
1,CALIBRATION,1,120,0.4265342845596289,WHITE,0,NA,NA,NA,BLACK,3.7349554270003864,FALSE,INCORRECT
1,CALIBRATION,1,121,0.5615681209464752,BLACK,0,NA,NA,NA,BLACK,3.150896585000737,TRUE,CORRECT
1,CALIBRATION,1,122,0.4412757560721144,WHITE,0,NA,NA,NA,BLACK,4.081639612000799,FALSE,INCORRECT
1,CALIBRATION,1,123,0.5610165871216299,BLACK,0,NA,NA,NA,BLACK,1.942572203000964,TRUE,CORRECT
1,CALIBRATION,1,124,0.5612776278399292,BLACK,0,NA,NA,NA,BLACK,4.387342489999355,TRUE,CORRECT
1,CALIBRATION,1,125,0.4368630185528361,WHITE,0,NA,NA,NA,WHITE,5.144229171999541,TRUE,CORRECT
1,CALIBRATION,1,126,0.43142671851673464,WHITE,0,NA,NA,NA,WHITE,7.204731068999536,TRUE,CORRECT
1,CALIBRATION,1,127,0.4570034061163163,WHITE,0,NA,NA,NA,BLACK,5.701854525999806,FALSE,INCORRECT
1,CALIBRATION,1,128,0.4379271804164614,WHITE,0,NA,NA,NA,WHITE,4.2571251040008065,TRUE,CORRECT
1,CALIBRATION,1,129,0.4434600853093454,WHITE,0,NA,NA,NA,WHITE,3.6028099289997044,TRUE,CORRECT
1,CALIBRATION,1,130,0.4399634333140079,WHITE,0,NA,NA,NA,WHITE,5.907624618999762,TRUE,CORRECT
1,CALIBRATION,1,131,0.5434134197751582,BLACK,0,NA,NA,NA,BLACK,2.9376111550009227,TRUE,CORRECT
1,CALIBRATION,1,132,0.4498723876204276,WHITE,0,NA,NA,NA,WHITE,5.122022386998651,TRUE,CORRECT
1,CALIBRATION,1,133,0.4535709629062784,WHITE,0,NA,NA,NA,BLACK,2.771747291999418,FALSE,INCORRECT
1,CALIBRATION,1,134,0.440108485015858,WHITE,0,NA,NA,NA,WHITE,2.7224069269996107,TRUE,CORRECT
1,CALIBRATION,1,135,0.5672307757146011,BLACK,0,NA,NA,NA,BLACK,1.3666104090007138,TRUE,CORRECT
1,CALIBRATION,1,136,0.4590207721004213,WHITE,0,NA,NA,NA,WHITE,3.465909803999238,TRUE,CORRECT
1,CALIBRATION,1,137,0.5658429530498649,BLACK,0,NA,NA,NA,BLACK,3.898191384998426,TRUE,CORRECT
1,CALIBRATION,1,138,0.4516345441214921,WHITE,0,NA,NA,NA,WHITE,3.6476609820001618,TRUE,CORRECT
1,CALIBRATION,1,139,0.5535224552212318,BLACK,0,NA,NA,NA,BLACK,2.332087687998865,TRUE,CORRECT
1,CALIBRATION,1,140,0.4458633967889718,WHITE,0,NA,NA,NA,WHITE,1.9515454190004675,TRUE,CORRECT
1,CALIBRATION,1,141,0.4344380014229858,WHITE,0,NA,NA,NA,WHITE,1.898716906000118,TRUE,CORRECT
1,CALIBRATION,1,142,0.46140418455453713,WHITE,0,NA,NA,NA,BLACK,4.015779145998749,FALSE,INCORRECT
1,CALIBRATION,1,143,0.5644145096655493,BLACK,0,NA,NA,NA,WHITE,3.5686841280003136,FALSE,INCORRECT
1,CALIBRATION,1,144,0.4541571471271279,WHITE,0,NA,NA,NA,WHITE,5.53715167700102,TRUE,CORRECT
1,CALIBRATION,1,145,0.5662713750092363,BLACK,0,NA,NA,NA,BLACK,5.130742908000684,TRUE,CORRECT
1,CALIBRATION,1,146,0.42556787275814817,WHITE,0,NA,NA,NA,WHITE,2.8950641009996616,TRUE,CORRECT
1,CALIBRATION,1,147,0.4407478136294069,WHITE,0,NA,NA,NA,WHITE,2.2237667019999208,TRUE,CORRECT
1,CALIBRATION,1,148,0.44735655404527336,WHITE,0,NA,NA,NA,WHITE,3.0386484650007333,TRUE,CORRECT
1,CALIBRATION,1,149,0.45758062388182097,WHITE,0,NA,NA,NA,WHITE,4.811484958001529,TRUE,CORRECT
1,CALIBRATION,1,150,0.5483976500869441,BLACK,0,NA,NA,NA,BLACK,2.6722195399997872,TRUE,CORRECT
1,CALIBRATION,1,151,0.45459029254592703,WHITE,0,NA,NA,NA,WHITE,7.009134568001173,TRUE,CORRECT
1,CALIBRATION,1,152,0.5495961336036504,BLACK,0,NA,NA,NA,BLACK,2.7015615689997503,TRUE,CORRECT
1,CALIBRATION,1,153,0.4429759960635368,WHITE,0,NA,NA,NA,WHITE,2.386953381999774,TRUE,CORRECT
1,CALIBRATION,1,154,0.4505992807108642,WHITE,0,NA,NA,NA,WHITE,3.637292687999434,TRUE,CORRECT
1,CALIBRATION,1,155,0.4419783301467457,WHITE,0,NA,NA,NA,WHITE,3.3246700020008575,TRUE,CORRECT
1,CALIBRATION,1,156,0.4656433777449128,WHITE,0,NA,NA,NA,WHITE,3.0924808449999546,TRUE,CORRECT
1,CALIBRATION,1,157,0.5284657456609829,BLACK,0,NA,NA,NA,BLACK,7.464323326999875,TRUE,CORRECT
1,CALIBRATION,1,158,0.46861194343495294,WHITE,0,NA,NA,NA,WHITE,4.367360981001184,TRUE,CORRECT
1,CALIBRATION,1,159,0.5526463719636909,BLACK,0,NA,NA,NA,BLACK,1.4273235370001205,TRUE,CORRECT
1,CALIBRATION,1,160,0.4449366918030475,WHITE,0,NA,NA,NA,WHITE,3.67546851500083,TRUE,CORRECT
1,CALIBRATION,1,161,0.539240396607475,BLACK,0,NA,NA,NA,BLACK,3.816521725999337,TRUE,CORRECT
1,CALIBRATION,1,162,0.5289298191737581,BLACK,0,NA,NA,NA,WHITE,4.234795726999437,FALSE,INCORRECT
1,CALIBRATION,1,163,0.4598178742003098,WHITE,0,NA,NA,NA,BLACK,5.684785466000903,FALSE,INCORRECT
1,CALIBRATION,1,164,0.542939297598147,BLACK,0,NA,NA,NA,BLACK,2.7624624899999617,TRUE,CORRECT
1,CALIBRATION,1,165,0.4525403765397338,WHITE,0,NA,NA,NA,WHITE,2.082941546999791,TRUE,CORRECT
1,CALIBRATION,1,166,0.5629409240249745,BLACK,0,NA,NA,NA,BLACK,2.4264038000001165,TRUE,CORRECT
1,CALIBRATION,1,167,0.4298689771215636,WHITE,0,NA,NA,NA,BLACK,3.947310303999984,FALSE,INCORRECT
1,CALIBRATION,1,168,0.5537872271557678,BLACK,0,NA,NA,NA,BLACK,4.00010366099923,TRUE,CORRECT
1,CALIBRATION,1,169,0.4505990228203154,WHITE,0,NA,NA,NA,BLACK,5.3200574980000965,FALSE,INCORRECT
1,CALIBRATION,1,170,0.43194755521395306,WHITE,0,NA,NA,NA,WHITE,5.0258415620010055,TRUE,CORRECT
1,CALIBRATION,1,171,0.5388844717170186,BLACK,0,NA,NA,NA,WHITE,5.225743789000262,FALSE,INCORRECT
1,CALIBRATION,1,172,0.5421159204220131,BLACK,0,NA,NA,NA,BLACK,7.285588860999269,TRUE,CORRECT
1,CALIBRATION,1,173,0.5492084158728208,BLACK,0,NA,NA,NA,BLACK,5.333781433000695,TRUE,CORRECT
1,CALIBRATION,1,174,0.5412717225984781,BLACK,0,NA,NA,NA,WHITE,3.7941866400014983,FALSE,INCORRECT
1,CALIBRATION,1,175,0.5459204398785658,BLACK,0,NA,NA,NA,WHITE,4.3745824599991465,FALSE,INCORRECT
1,CALIBRATION,1,176,0.4279243716789371,WHITE,0,NA,NA,NA,WHITE,2.274243440999271,TRUE,CORRECT
1,CALIBRATION,1,177,0.4528391712544968,WHITE,0,NA,NA,NA,WHITE,2.799783481999839,TRUE,CORRECT
1,CALIBRATION,1,178,0.42947910433894465,WHITE,0,NA,NA,NA,WHITE,3.0968340460003674,TRUE,CORRECT
1,CALIBRATION,1,179,0.43442592716929385,WHITE,0,NA,NA,NA,WHITE,3.737725753000632,TRUE,CORRECT
1,CALIBRATION,1,180,0.5649437558446938,BLACK,0,NA,NA,NA,BLACK,6.023780643001373,TRUE,CORRECT
1,CALIBRATION,1,181,0.4436586770191674,WHITE,0,NA,NA,NA,WHITE,4.004917480999211,TRUE,CORRECT
1,CALIBRATION,1,182,0.42899489592550566,WHITE,0,NA,NA,NA,WHITE,3.328819183001542,TRUE,CORRECT
1,CALIBRATION,1,183,0.5501452269743294,BLACK,0,NA,NA,NA,BLACK,5.88743248100036,TRUE,CORRECT
1,CALIBRATION,1,184,0.5526876205367622,BLACK,0,NA,NA,NA,BLACK,8.520065790000444,TRUE,CORRECT
1,CALIBRATION,1,185,0.4373368334656485,WHITE,0,NA,NA,NA,WHITE,3.684012960000473,TRUE,CORRECT
1,CALIBRATION,1,186,0.4655696045905497,WHITE,0,NA,NA,NA,WHITE,5.3807874510002875,TRUE,CORRECT
1,CALIBRATION,1,187,0.4417030069458079,WHITE,0,NA,NA,NA,WHITE,5.686590985998919,TRUE,CORRECT
1,CALIBRATION,1,188,0.5533418679666633,BLACK,0,NA,NA,NA,BLACK,5.024609037000118,TRUE,CORRECT
1,CALIBRATION,1,189,0.5593314520496756,BLACK,0,NA,NA,NA,BLACK,4.558137654999882,TRUE,CORRECT
1,CALIBRATION,1,190,0.4482739619069399,WHITE,0,NA,NA,NA,WHITE,3.087691063999955,TRUE,CORRECT
1,CALIBRATION,1,191,0.5455309512160461,BLACK,0,NA,NA,NA,BLACK,3.7799726390003343,TRUE,CORRECT
1,CALIBRATION,1,192,0.464204186977784,WHITE,0,NA,NA,NA,WHITE,4.417533345000265,TRUE,CORRECT
1,CALIBRATION,1,193,0.5275941242571613,BLACK,0,NA,NA,NA,WHITE,5.392170430999613,FALSE,INCORRECT
1,CALIBRATION,1,194,0.4421350241690537,WHITE,0,NA,NA,NA,WHITE,2.843432055999074,TRUE,CORRECT
1,CALIBRATION,1,195,0.4449645262933217,WHITE,0,NA,NA,NA,WHITE,6.950083634999828,TRUE,CORRECT
1,CALIBRATION,1,196,0.5524867627548875,BLACK,0,NA,NA,NA,BLACK,2.753934571001082,TRUE,CORRECT
1,CALIBRATION,1,197,0.4482091684421219,WHITE,0,NA,NA,NA,WHITE,4.237379162001162,TRUE,CORRECT
1,CALIBRATION,1,198,0.46756693569536945,WHITE,0,NA,NA,NA,WHITE,4.989541265000298,TRUE,CORRECT
1,CALIBRATION,1,199,0.4667224336077329,WHITE,0,NA,NA,NA,WHITE,5.9737023249999766,TRUE,CORRECT
1,CALIBRATION,1,200,0.4683527144490372,WHITE,0,NA,NA,NA,BLACK,8.02299611700073,FALSE,INCORRECT
1,CALIBRATION,1,201,0.4379634919043015,WHITE,0,NA,NA,NA,WHITE,5.410685349999767,TRUE,CORRECT
1,CALIBRATION,1,202,0.5415946208247725,BLACK,0,NA,NA,NA,BLACK,5.300091613000404,TRUE,CORRECT
1,CALIBRATION,1,203,0.4389226429912788,WHITE,0,NA,NA,NA,WHITE,2.987242373999834,TRUE,CORRECT
1,CALIBRATION,1,204,0.5367919591026422,BLACK,0,NA,NA,NA,BLACK,6.567079021000609,TRUE,CORRECT
1,CALIBRATION,1,205,0.4592441092919244,WHITE,0,NA,NA,NA,WHITE,4.0500768149995565,TRUE,CORRECT
1,CALIBRATION,1,206,0.5503281321725124,BLACK,0,NA,NA,NA,WHITE,6.894089078001343,FALSE,INCORRECT
1,CALIBRATION,1,207,0.5376943069061586,BLACK,0,NA,NA,NA,WHITE,4.461728173000665,FALSE,INCORRECT
1,CALIBRATION,1,208,0.4572587548282727,WHITE,0,NA,NA,NA,BLACK,5.1226557760001015,FALSE,INCORRECT
1,CALIBRATION,1,209,0.4470939034664372,WHITE,0,NA,NA,NA,WHITE,4.5158505069994135,TRUE,CORRECT
1,CALIBRATION,1,210,0.4429135122911281,WHITE,0,NA,NA,NA,WHITE,2.6746758770004817,TRUE,CORRECT
1,CALIBRATION,1,211,0.5425950776145219,BLACK,0,NA,NA,NA,WHITE,4.796339202999661,FALSE,INCORRECT
1,CALIBRATION,1,212,0.5622968840393278,BLACK,0,NA,NA,NA,BLACK,5.649299441000039,TRUE,CORRECT
1,CALIBRATION,1,213,0.5701835109128572,BLACK,0,NA,NA,NA,BLACK,7.25500619399827,TRUE,CORRECT
1,CALIBRATION,1,214,0.53324291816372,BLACK,0,NA,NA,NA,BLACK,3.8365687360001175,TRUE,CORRECT
1,CALIBRATION,1,215,0.4380724960703497,WHITE,0,NA,NA,NA,WHITE,2.661307697000666,TRUE,CORRECT
1,CALIBRATION,1,216,0.45214765188573625,WHITE,0,NA,NA,NA,BLACK,8.114843875000588,FALSE,INCORRECT
1,CALIBRATION,1,217,0.5442781685066858,BLACK,0,NA,NA,NA,BLACK,5.938587380000172,TRUE,CORRECT
1,CALIBRATION,1,218,0.4383246663286011,WHITE,0,NA,NA,NA,WHITE,3.7989520830014953,TRUE,CORRECT
